"날짜","시간","경기","구장","경기날짜및시간","원정팀","원점팀_점수","홈팀_점수","홈팀","비고","홈팀_결과","원정팀_결과"
"","18:30","삼성 2vs4 KIA","무등","2010-03-31 18:30","삼성",2,4,"KIA","정규시즌","승","패"
"04.02(금)","18:30","넥센 14vs5 LG","잠실","2010-04-02 18:30","넥센",14,5,"LG","정규시즌","패","승"
"","18:30","두산 10vs3 SK","문학","2010-04-02 18:30","두산",10,3,"SK","정규시즌","패","승"
"","18:30","삼성 8vs1 한화","대전","2010-04-02 18:30","삼성",8,1,"한화","정규시즌","패","승"
"","18:30","롯데 2vs3 KIA","무등","2010-04-02 18:30","롯데",2,3,"KIA","정규시즌","승","패"
"04.03(토)","13:50","롯데 2vs4 KIA","무등","2010-04-03 13:50","롯데",2,4,"KIA","정규시즌","승","패"
"","17:00","넥센 4vs5 LG","잠실","2010-04-03 17:00","넥센",4,5,"LG","정규시즌","승","패"
"","17:00","두산 5vs6 SK","문학","2010-04-03 17:00","두산",5,6,"SK","정규시즌","승","패"
"","17:00","삼성 9vs11 한화","대전","2010-04-03 17:00","삼성",9,11,"한화","정규시즌","승","패"
"04.04(일)","16:35","두산 8vs0 SK","문학","2010-04-04 16:35","두산",8,0,"SK","정규시즌","패","승"
"","17:00","넥센 5vs0 LG","잠실","2010-04-04 17:00","넥센",5,0,"LG","정규시즌","패","승"
"","17:00","삼성 2vs1 한화","대전","2010-04-04 17:00","삼성",2,1,"한화","정규시즌","패","승"
"","17:00","롯데 3vs2 KIA","무등","2010-04-04 17:00","롯데",3,2,"KIA","정규시즌","패","승"
"04.06(화)","18:30","한화 2vs3 두산","잠실","2010-04-06 18:30","한화",2,3,"두산","정규시즌","승","패"
"","18:30","KIA 3vs1 SK","문학","2010-04-06 18:30","KIA",3,1,"SK","정규시즌","패","승"
"","18:30","넥센 3vs7 삼성","대구","2010-04-06 18:30","넥센",3,7,"삼성","정규시즌","승","패"
"","18:30","LG 5vs7 롯데","사직","2010-04-06 18:30","LG",5,7,"롯데","정규시즌","승","패"
"04.07(수)","18:30","한화 2vs8 두산","잠실","2010-04-07 18:30","한화",2,8,"두산","정규시즌","승","패"
"","18:30","KIA 5vs3 SK","문학","2010-04-07 18:30","KIA",5,3,"SK","정규시즌","패","승"
"","18:30","넥센 1vs3 삼성","대구","2010-04-07 18:30","넥센",1,3,"삼성","정규시즌","승","패"
"","18:30","LG 0vs6 롯데","사직","2010-04-07 18:30","LG",0,6,"롯데","정규시즌","승","패"
"04.08(목)","18:30","한화 4vs5 두산","잠실","2010-04-08 18:30","한화",4,5,"두산","정규시즌","승","패"
"","18:30","KIA 2vs5 SK","문학","2010-04-08 18:30","KIA",2,5,"SK","정규시즌","승","패"
"","18:30","넥센 6vs7 삼성","대구","2010-04-08 18:30","넥센",6,7,"삼성","정규시즌","승","패"
"","18:30","LG 10vs2 롯데","사직","2010-04-08 18:30","LG",10,2,"롯데","정규시즌","패","승"
"04.09(금)","18:30","LG 7vs7 두산","잠실","2010-04-09 18:30","LG",7,7,"두산","정규시즌","무","무"
"","18:30","SK 4vs1 넥센","목동","2010-04-09 18:30","SK",4,1,"넥센","정규시즌","패","승"
"","18:30","KIA 5vs6 삼성","대구","2010-04-09 18:30","KIA",5,6,"삼성","정규시즌","승","패"
"","18:30","한화 15vs14 롯데","사직","2010-04-09 18:30","한화",15,14,"롯데","정규시즌","패","승"
"04.10(토)","17:00","LG 2vs3 두산","잠실","2010-04-10 17:00","LG",2,3,"두산","정규시즌","승","패"
"","17:00","SK 7vs2 넥센","목동","2010-04-10 17:00","SK",7,2,"넥센","정규시즌","패","승"
"","17:00","KIA 1vs3 삼성","대구","2010-04-10 17:00","KIA",1,3,"삼성","정규시즌","승","패"
"","17:00","한화 9vs2 롯데","사직","2010-04-10 17:00","한화",9,2,"롯데","정규시즌","패","승"
"04.11(일)","14:00","KIA 3vs2 삼성","대구","2010-04-11 14:00","KIA",3,2,"삼성","정규시즌","패","승"
"","14:00","한화 9vs10 롯데","사직","2010-04-11 14:00","한화",9,10,"롯데","정규시즌","승","패"
"","17:00","LG 8vs5 두산","잠실","2010-04-11 17:00","LG",8,5,"두산","정규시즌","패","승"
"","17:00","SK 10vs1 넥센","목동","2010-04-11 17:00","SK",10,1,"넥센","정규시즌","패","승"
"04.13(화)","18:30","삼성 6vs0 LG","잠실","2010-04-13 18:30","삼성",6,0,"LG","정규시즌","패","승"
"","18:30","롯데 9vs0 넥센","목동","2010-04-13 18:30","롯데",9,0,"넥센","정규시즌","패","승"
"","18:30","SK 1vs2 한화","대전","2010-04-13 18:30","SK",1,2,"한화","정규시즌","승","패"
"","18:30","두산 9vs8 KIA","무등","2010-04-13 18:30","두산",9,8,"KIA","정규시즌","패","승"
"04.14(수)","18:30","삼성 4vs5 LG","잠실","2010-04-14 18:30","삼성",4,5,"LG","정규시즌","승","패"
"","18:30","롯데 5vs6 넥센","목동","2010-04-14 18:30","롯데",5,6,"넥센","정규시즌","승","패"
"","18:30","SK 6vs1 한화","대전","2010-04-14 18:30","SK",6,1,"한화","정규시즌","패","승"
"04.15(목)","18:30","삼성 0vs4 LG","잠실","2010-04-15 18:30","삼성",0,4,"LG","정규시즌","승","패"
"","18:30","롯데 6vs0 넥센","목동","2010-04-15 18:30","롯데",6,0,"넥센","정규시즌","패","승"
"","18:30","SK 10vs3 한화","대전","2010-04-15 18:30","SK",10,3,"한화","정규시즌","패","승"
"","18:30","두산 3vs4 KIA","무등","2010-04-15 18:30","두산",3,4,"KIA","정규시즌","승","패"
"04.16(금)","18:30","롯데 4vs6 두산","잠실","2010-04-16 18:30","롯데",4,6,"두산","정규시즌","승","패"
"","18:30","삼성 2vs7 SK","문학","2010-04-16 18:30","삼성",2,7,"SK","정규시즌","승","패"
"","18:30","LG 8vs4 KIA","무등","2010-04-16 18:30","LG",8,4,"KIA","정규시즌","패","승"
"","18:30","넥센 4vs5 한화","청주","2010-04-16 18:30","넥센",4,5,"한화","정규시즌","승","패"
"04.17(토)","17:00","롯데 3vs4 두산","잠실","2010-04-17 17:00","롯데",3,4,"두산","정규시즌","승","패"
"","17:00","삼성 3vs4 SK","문학","2010-04-17 17:00","삼성",3,4,"SK","정규시즌","승","패"
"","17:00","LG 13vs4 KIA","무등","2010-04-17 17:00","LG",13,4,"KIA","정규시즌","패","승"
"","17:00","넥센 0vs6 한화","청주","2010-04-17 17:00","넥센",0,6,"한화","정규시즌","승","패"
"04.18(일)","17:00","롯데 9vs5 두산","잠실","2010-04-18 17:00","롯데",9,5,"두산","정규시즌","패","승"
"","17:00","삼성 1vs12 SK","문학","2010-04-18 17:00","삼성",1,12,"SK","정규시즌","승","패"
"","17:00","넥센 15vs0 한화","청주","2010-04-18 17:00","넥센",15,0,"한화","정규시즌","패","승"
"04.20(화)","18:30","SK 3vs2 두산","잠실","2010-04-20 18:30","SK",3,2,"두산","정규시즌","패","승"
"","18:30","LG 6vs2 넥센","목동","2010-04-20 18:30","LG",6,2,"넥센","정규시즌","패","승"
"","18:30","한화 3vs16 삼성","대구","2010-04-20 18:30","한화",3,16,"삼성","정규시즌","승","패"
"","18:30","KIA 10vs3 롯데","사직","2010-04-20 18:30","KIA",10,3,"롯데","정규시즌","패","승"
"","18:30","한화 3vs8 삼성","대구","2010-04-21 18:30","한화",3,8,"삼성","정규시즌","승","패"
"","18:30","KIA 9vs6 롯데","사직","2010-04-21 18:30","KIA",9,6,"롯데","정규시즌","패","승"
"04.22(목)","18:30","SK 9vs6 두산","잠실","2010-04-22 18:30","SK",9,6,"두산","정규시즌","패","승"
"","18:30","LG 3vs1 넥센","목동","2010-04-22 18:30","LG",3,1,"넥센","정규시즌","패","승"
"","18:30","한화 6vs1 삼성","대구","2010-04-22 18:30","한화",6,1,"삼성","정규시즌","패","승"
"","18:30","KIA 1vs4 롯데","사직","2010-04-22 18:30","KIA",1,4,"롯데","정규시즌","승","패"
"04.23(금)","18:30","한화 5vs0 LG","잠실","2010-04-23 18:30","한화",5,0,"LG","정규시즌","패","승"
"","18:30","KIA 3vs4 넥센","목동","2010-04-23 18:30","KIA",3,4,"넥센","정규시즌","승","패"
"","18:30","롯데 7vs9 SK","문학","2010-04-23 18:30","롯데",7,9,"SK","정규시즌","승","패"
"","18:30","두산 7vs9 삼성","대구","2010-04-23 18:30","두산",7,9,"삼성","정규시즌","승","패"
"04.24(토)","17:00","한화 3vs14 LG","잠실","2010-04-24 17:00","한화",3,14,"LG","정규시즌","승","패"
"","17:00","KIA 1vs2 넥센","목동","2010-04-24 17:00","KIA",1,2,"넥센","정규시즌","승","패"
"","17:00","롯데 1vs2 SK","문학","2010-04-24 17:00","롯데",1,2,"SK","정규시즌","승","패"
"","17:00","두산 3vs2 삼성","대구","2010-04-24 17:00","두산",3,2,"삼성","정규시즌","패","승"
"04.25(일)","14:00","두산 8vs4 삼성","대구","2010-04-25 14:00","두산",8,4,"삼성","정규시즌","패","승"
"","17:00","한화 0vs3 LG","잠실","2010-04-25 17:00","한화",0,3,"LG","정규시즌","승","패"
"","17:00","KIA 6vs4 넥센","목동","2010-04-25 17:00","KIA",6,4,"넥센","정규시즌","패","승"
"","17:00","롯데 4vs14 SK","문학","2010-04-25 17:00","롯데",4,14,"SK","정규시즌","승","패"
"","18:30","두산 14vs5 한화","대전","2010-04-27 18:30","두산",14,5,"한화","정규시즌","패","승"
"","18:30","넥센 2vs10 롯데","사직","2010-04-27 18:30","넥센",2,10,"롯데","정규시즌","승","패"
"","18:30","SK 4vs0 KIA","무등","2010-04-27 18:30","SK",4,0,"KIA","정규시즌","패","승"
"","18:30","넥센 5vs6 롯데","사직","2010-04-28 18:30","넥센",5,6,"롯데","정규시즌","승","패"
"04.29(목)","18:30","삼성 3vs2 LG","잠실","2010-04-29 18:30","삼성",3,2,"LG","정규시즌","패","승"
"","18:30","두산 3vs1 한화","대전","2010-04-29 18:30","두산",3,1,"한화","정규시즌","패","승"
"","18:30","넥센 2vs5 롯데","사직","2010-04-29 18:30","넥센",2,5,"롯데","정규시즌","승","패"
"","18:30","SK 3vs0 KIA","무등","2010-04-29 18:30","SK",3,0,"KIA","정규시즌","패","승"
"04.30(금)","18:30","넥센 5vs12 두산","잠실","2010-04-30 18:30","넥센",5,12,"두산","정규시즌","승","패"
"","18:30","LG 4vs5 SK","문학","2010-04-30 18:30","LG",4,5,"SK","정규시즌","승","패"
"","18:30","삼성 10vs4 한화","대전","2010-04-30 18:30","삼성",10,4,"한화","정규시즌","패","승"
"","18:30","KIA 8vs4 롯데","사직","2010-04-30 18:30","KIA",8,4,"롯데","정규시즌","패","승"
"05.01(토)","17:00","넥센 11vs3 두산","잠실","2010-05-01 17:00","넥센",11,3,"두산","정규시즌","패","승"
"","17:00","LG 3vs21 SK","문학","2010-05-01 17:00","LG",3,21,"SK","정규시즌","승","패"
"","17:00","삼성 8vs5 한화","대전","2010-05-01 17:00","삼성",8,5,"한화","정규시즌","패","승"
"","17:00","KIA 15vs7 롯데","사직","2010-05-01 17:00","KIA",15,7,"롯데","정규시즌","패","승"
"05.02(일)","16:40","KIA 4vs5 롯데","사직","2010-05-02 16:40","KIA",4,5,"롯데","정규시즌","승","패"
"","17:00","넥센 11vs3 두산","잠실","2010-05-02 17:00","넥센",11,3,"두산","정규시즌","패","승"
"","17:00","LG 5vs6 SK","문학","2010-05-02 17:00","LG",5,6,"SK","정규시즌","승","패"
"","17:00","삼성 8vs6 한화","대전","2010-05-02 17:00","삼성",8,6,"한화","정규시즌","패","승"
"05.04(화)","18:30","두산 5vs6 LG","잠실","2010-05-04 18:30","두산",5,6,"LG","정규시즌","승","패"
"","18:30","넥센 0vs3 SK","문학","2010-05-04 18:30","넥센",0,3,"SK","정규시즌","승","패"
"","18:30","롯데 9vs3 삼성","대구","2010-05-04 18:30","롯데",9,3,"삼성","정규시즌","패","승"
"","18:30","한화 1vs8 KIA","무등","2010-05-04 18:30","한화",1,8,"KIA","정규시즌","승","패"
"05.05(수)","14:00","두산 4vs2 LG","잠실","2010-05-05 14:00","두산",4,2,"LG","정규시즌","패","승"
"","14:00","넥센 2vs1 SK","문학","2010-05-05 14:00","넥센",2,1,"SK","정규시즌","패","승"
"","14:00","롯데 2vs13 삼성","대구","2010-05-05 14:00","롯데",2,13,"삼성","정규시즌","승","패"
"","14:00","한화 0vs4 KIA","무등","2010-05-05 14:00","한화",0,4,"KIA","정규시즌","승","패"
"05.06(목)","18:30","두산 14vs4 LG","잠실","2010-05-06 18:30","두산",14,4,"LG","정규시즌","패","승"
"","18:30","넥센 13vs4 SK","문학","2010-05-06 18:30","넥센",13,4,"SK","정규시즌","패","승"
"","18:30","롯데 6vs2 삼성","대구","2010-05-06 18:30","롯데",6,2,"삼성","정규시즌","패","승"
"","18:30","한화 2vs3 KIA","무등","2010-05-06 18:30","한화",2,3,"KIA","정규시즌","승","패"
"05.07(금)","18:30","KIA 4vs0 LG","잠실","2010-05-07 18:30","KIA",4,0,"LG","정규시즌","패","승"
"","18:30","한화 2vs6 넥센","목동","2010-05-07 18:30","한화",2,6,"넥센","정규시즌","승","패"
"","18:30","SK 3vs6 삼성","대구","2010-05-07 18:30","SK",3,6,"삼성","정규시즌","승","패"
"","18:30","두산 7vs13 롯데","사직","2010-05-07 18:30","두산",7,13,"롯데","정규시즌","승","패"
"05.08(토)","17:00","KIA 6vs4 LG","잠실","2010-05-08 17:00","KIA",6,4,"LG","정규시즌","패","승"
"","17:00","한화 5vs0 넥센","목동","2010-05-08 17:00","한화",5,0,"넥센","정규시즌","패","승"
"","17:00","SK 9vs3 삼성","대구","2010-05-08 17:00","SK",9,3,"삼성","정규시즌","패","승"
"","17:00","두산 1vs11 롯데","사직","2010-05-08 17:00","두산",1,11,"롯데","정규시즌","승","패"
"05.09(일)","14:00","SK 2vs3 삼성","대구","2010-05-09 14:00","SK",2,3,"삼성","정규시즌","승","패"
"","14:00","두산 11vs1 롯데","사직","2010-05-09 14:00","두산",11,1,"롯데","정규시즌","패","승"
"","16:40","KIA 3vs4 LG","잠실","2010-05-09 16:40","KIA",3,4,"LG","정규시즌","승","패"
"","17:00","한화 2vs4 넥센","목동","2010-05-09 17:00","한화",2,4,"넥센","정규시즌","승","패"
"05.11(화)","18:30","삼성 11vs2 두산","잠실","2010-05-11 18:30","삼성",11,2,"두산","정규시즌","패","승"
"","18:30","SK 21vs10 롯데","사직","2010-05-11 18:30","SK",21,10,"롯데","정규시즌","패","승"
"","18:30","넥센 2vs5 KIA","무등","2010-05-11 18:30","넥센",2,5,"KIA","정규시즌","승","패"
"","18:30","LG 1vs3 한화","청주","2010-05-11 18:30","LG",1,3,"한화","정규시즌","승","패"
"05.12(수)","18:30","삼성 1vs3 두산","잠실","2010-05-12 18:30","삼성",1,3,"두산","정규시즌","승","패"
"","18:30","SK 2vs1 롯데","사직","2010-05-12 18:30","SK",2,1,"롯데","정규시즌","패","승"
"","18:30","넥센 6vs1 KIA","무등","2010-05-12 18:30","넥센",6,1,"KIA","정규시즌","패","승"
"","18:30","LG 7vs8 한화","청주","2010-05-12 18:30","LG",7,8,"한화","정규시즌","승","패"
"05.13(목)","18:30","삼성 5vs8 두산","잠실","2010-05-13 18:30","삼성",5,8,"두산","정규시즌","승","패"
"","18:30","SK 7vs4 롯데","사직","2010-05-13 18:30","SK",7,4,"롯데","정규시즌","패","승"
"","18:30","넥센 2vs4 KIA","무등","2010-05-13 18:30","넥센",2,4,"KIA","정규시즌","승","패"
"","18:30","LG 6vs8 한화","청주","2010-05-13 18:30","LG",6,8,"한화","정규시즌","승","패"
"05.14(금)","18:30","롯데 4vs3 LG","잠실","2010-05-14 18:30","롯데",4,3,"LG","정규시즌","패","승"
"","18:30","삼성 5vs18 넥센","목동","2010-05-14 18:30","삼성",5,18,"넥센","정규시즌","승","패"
"","18:30","두산 12vs8 SK","문학","2010-05-14 18:30","두산",12,8,"SK","정규시즌","패","승"
"","18:30","KIA 5vs3 한화","대전","2010-05-14 18:30","KIA",5,3,"한화","정규시즌","패","승"
"05.15(토)","17:00","롯데 13vs4 LG","잠실","2010-05-15 17:00","롯데",13,4,"LG","정규시즌","패","승"
"","17:00","삼성 5vs0 넥센","목동","2010-05-15 17:00","삼성",5,0,"넥센","정규시즌","패","승"
"","17:00","두산 6vs5 SK","문학","2010-05-15 17:00","두산",6,5,"SK","정규시즌","패","승"
"","17:00","KIA 3vs4 한화","대전","2010-05-15 17:00","KIA",3,4,"한화","정규시즌","승","패"
"05.16(일)","17:00","롯데 2vs15 LG","잠실","2010-05-16 17:00","롯데",2,15,"LG","정규시즌","승","패"
"","17:00","삼성 8vs9 넥센","목동","2010-05-16 17:00","삼성",8,9,"넥센","정규시즌","승","패"
"","17:00","두산 4vs6 SK","문학","2010-05-16 17:00","두산",4,6,"SK","정규시즌","승","패"
"","17:00","KIA 1vs6 한화","대전","2010-05-16 17:00","KIA",1,6,"한화","정규시즌","승","패"
"05.19(수)","18:30","한화 7vs4 두산","잠실","2010-05-19 18:30","한화",7,4,"두산","정규시즌","패","승"
"","18:30","넥센 16vs1 SK","문학","2010-05-19 18:30","넥센",16,1,"SK","정규시즌","패","승"
"","18:30","LG 10vs4 삼성","대구","2010-05-19 18:30","LG",10,4,"삼성","정규시즌","패","승"
"","18:30","롯데 3vs2 KIA","군산","2010-05-19 18:30","롯데",3,2,"KIA","정규시즌","패","승"
"05.20(목)","18:30","한화 10vs5 두산","잠실","2010-05-20 18:30","한화",10,5,"두산","정규시즌","패","승"
"","18:30","넥센 4vs9 SK","문학","2010-05-20 18:30","넥센",4,9,"SK","정규시즌","승","패"
"","18:30","LG 7vs3 삼성","대구","2010-05-20 18:30","LG",7,3,"삼성","정규시즌","패","승"
"","18:30","롯데 9vs4 KIA","군산","2010-05-20 18:30","롯데",9,4,"KIA","정규시즌","패","승"
"05.21(금)","17:00","LG 2vs0 두산","잠실","2010-05-21 17:00","LG",2,0,"두산","정규시즌","패","승"
"","17:00","SK 14vs2 한화","대전","2010-05-21 17:00","SK",14,2,"한화","정규시즌","패","승"
"","17:00","삼성 3vs2 롯데","사직","2010-05-21 17:00","삼성",3,2,"롯데","정규시즌","패","승"
"","17:00","넥센 3vs5 KIA","무등","2010-05-21 17:00","넥센",3,5,"KIA","정규시즌","승","패"
"05.22(토)","17:00","LG 2vs5 두산","잠실","2010-05-22 17:00","LG",2,5,"두산","정규시즌","승","패"
"","17:00","LG 7vs11 두산","잠실","2010-05-23 17:00","LG",7,11,"두산","정규시즌","승","패"
"","17:00","넥센 3vs13 KIA","무등","2010-05-23 17:00","넥센",3,13,"KIA","정규시즌","승","패"
"05.25(화)","18:30","KIA 4vs5 LG","잠실","2010-05-25 18:30","KIA",4,5,"LG","정규시즌","승","패"
"","18:30","넥센 0vs2 한화","대전","2010-05-25 18:30","넥센",0,2,"한화","정규시즌","승","패"
"","18:30","SK 1vs14 삼성","대구","2010-05-25 18:30","SK",1,14,"삼성","정규시즌","승","패"
"","18:30","두산 7vs10 롯데","사직","2010-05-25 18:30","두산",7,10,"롯데","정규시즌","승","패"
"05.26(수)","18:30","KIA 4vs20 LG","잠실","2010-05-26 18:30","KIA",4,20,"LG","정규시즌","승","패"
"","18:30","넥센 3vs8 한화","대전","2010-05-26 18:30","넥센",3,8,"한화","정규시즌","승","패"
"","18:30","SK 1vs2 삼성","대구","2010-05-26 18:30","SK",1,2,"삼성","정규시즌","승","패"
"","18:30","두산 3vs10 롯데","사직","2010-05-26 18:30","두산",3,10,"롯데","정규시즌","승","패"
"05.27(목)","18:30","KIA 15vs4 LG","잠실","2010-05-27 18:30","KIA",15,4,"LG","정규시즌","패","승"
"","18:30","넥센 6vs3 한화","대전","2010-05-27 18:30","넥센",6,3,"한화","정규시즌","패","승"
"","18:30","SK 5vs8 삼성","대구","2010-05-27 18:30","SK",5,8,"삼성","정규시즌","승","패"
"","18:30","두산 10vs6 롯데","사직","2010-05-27 18:30","두산",10,6,"롯데","정규시즌","패","승"
"05.28(금)","18:30","삼성 2vs4 두산","잠실","2010-05-28 18:30","삼성",2,4,"두산","정규시즌","승","패"
"","18:30","LG 6vs8 넥센","목동","2010-05-28 18:30","LG",6,8,"넥센","정규시즌","승","패"
"","18:30","롯데 5vs4 SK","문학","2010-05-28 18:30","롯데",5,4,"SK","정규시즌","패","승"
"","18:30","한화 5vs3 KIA","무등","2010-05-28 18:30","한화",5,3,"KIA","정규시즌","패","승"
"05.29(토)","17:00","삼성 12vs8 두산","잠실","2010-05-29 17:00","삼성",12,8,"두산","정규시즌","패","승"
"","17:00","LG 12vs9 넥센","목동","2010-05-29 17:00","LG",12,9,"넥센","정규시즌","패","승"
"","17:00","롯데 2vs4 SK","문학","2010-05-29 17:00","롯데",2,4,"SK","정규시즌","승","패"
"","17:00","한화 6vs8 KIA","무등","2010-05-29 17:00","한화",6,8,"KIA","정규시즌","승","패"
"05.30(일)","17:00","삼성 7vs0 두산","잠실","2010-05-30 17:00","삼성",7,0,"두산","정규시즌","패","승"
"","17:00","LG 1vs0 넥센","목동","2010-05-30 17:00","LG",1,0,"넥센","정규시즌","패","승"
